Product Category,Product Name,Is New,Product Token,Product State,Retail Price,Wholesale Price,brand
Tea Towel,Postmark Stamp City/State/Zip  - Custom Cotton Tea Towel,False,p_m6ppztc8z2,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Customizable Zip Code - Custom Cotton Tea Towel,False,p_69l3w6xqas,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,State Badge and Motto - Custom Cotton Tea Towel,False,p_c9ryvapc,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Fairytale Mr. Rabbit - Cotton Tea Towel,False,p_96m6scayp4,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Organic Vegetables - Cotton Tea Towel,False,p_9958tyh0fa,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Friends We Meet - Cotton Tea Towel,False,p_me4f3h7tje,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,State Art (State Name) - Custom Cotton Tea Towel,False,p_twsj3wghqs,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Forest Mushrooms - Cotton Tea Towel,False,p_zt3nhv27ff,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Custom City and State w/ Initial - Cotton Tea Towel,False,p_4dj3yefy66,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Customizable Area Code - Custom Cotton Tea Towel,False,p_3rjhgxf9i8,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Life Happens Coffee Helps - Cotton Tea Towel,False,p_btf6tm9it2,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Herbs On A Line - Cotton Tea Towel,False,p_6mk4b9zvlg,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Easter Lamb - Easter Tea Towel,True,p_wq7a35tbpx,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Sunflowers in A Jug - Cotton Tea Towel,False,p_r3sqx34zzx,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Fairytale Ms. Goose - Cotton Tea Towel,False,p_8hh5f99z4c,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Lavender Bouquet - Cotton Tea Towel,False,p_6hatg9mj5b,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Baby Goat - Cotton Tea Towel,False,p_f2shh2ux2y,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Lemons - Cotton Tea Towel,False,p_crzhsuiv45,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Watercolor Floral Bike - Easter Tea Towel,True,p_dq68u9atar,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Life Manual Mom - Mother's Day Tea Towel,False,p_q273zfrzw4,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Garden Bouquet - Mother's Day Tea Towel,False,p_22dczyfh6g,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Red Poppy - Cotton Tea Towel,False,p_8ghx3n7qqa,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Pear - Cotton Tea Towel,False,p_phhax9j7ne,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Muted Bunny Wreath - Easter Tea Towel,True,p_skcxu54yzt,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Baby Bunny - Cotton Tea Towel,False,p_4vgtccgh5h,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,I Can Do All Things - Inspirational Tea Towel,False,p_3thcww8hj3,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Home with City and State - Custom Cotton Tea Towel,False,p_6smxxop8ao,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Oranges - Cotton Tea Towel,False,p_t2krwssrr5,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Three Trees - Cotton Tea Towel,False,p_6s0ozqf58b,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Blueberries - Cotton Tea Towel,False,p_dth755tt5m,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Watercolor Rose Bouquet - Cotton Tea Towel,False,p_6djb2mxh6b,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Clover Pair - St. Patrick's Day Tea Towel,False,p_mhugg8m7hs,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Welcome Boxwood Wreath - Cotton Tea Towel,False,p_d6bvk2x9,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,Hydrangea - Cotton Tea Towel,False,p_shqkfcua7n,FOR_SALE,15.0,6.0,Indigo Tangerine
Tea Towel,One Friend - Cotton Tea Towel,False,p_55gttngcjs,FOR_SALE,15.0,6.0,Indigo Tangerine
