Brand ID,Product Category,Product Name,Is New,Product Token,Product State,Retail Price,Wholesale Price,Wholesale Promo Discount Percentage,Badge List
b_c5ad8a80,Conversation Cards,Delve Deck Conversation Cards,False,p_q7x2rvc3sc,FOR_SALE,32.0,16.0,0.0,FAIRE_BESTSELLER
b_c5ad8a80,Conversation Cards,Delve Deck Conversation Cards - Joy Edition,False,p_ecyvqfumz6,FOR_SALE,28.0,14.0,0.0,
b_c5ad8a80,Conversation Cards,Delve Deck Conversation Cards - Venting Edition,False,p_qa6a99tfc2,FOR_SALE,28.0,14.0,0.0,
b_c5ad8a80,Conversation Cards,Good Company Guest Book - Celebrating Every Visit,False,p_76vmqx9hgt,FOR_SALE,24.0,12.0,0.0,
b_c5ad8a80,Journals,Grievance Journal,False,p_boxb3kycmf,FOR_SALE,28.0,14.0,0.0,FAIRE_BESTSELLER
b_c5ad8a80,Journals,Feared Poltergeist Spiral Notebook,False,p_ufx4ctqp3s,FOR_SALE,16.0,8.0,0.0,BRAND_BESTSELLER
b_c5ad8a80,Journals,Fleur Fatale Spiral Notebook,False,p_auqjat8wrg,FOR_SALE,16.0,8.0,0.0,BRAND_BESTSELLER
b_c5ad8a80,Journals,Good Company Guest Book - Celebrating Every Visit,False,p_76vmqx9hgt,FOR_SALE,24.0,12.0,0.0,
b_c5ad8a80,Journals,In Case No One Told You Today Spiral Notebook,False,p_8vn88ejnza,FOR_SALE,16.0,8.0,0.0,FAIRE_BESTSELLER
b_c5ad8a80,Journals,Hectate Had Three Forms Spiral Notebook,False,p_mmyk2j5haw,FOR_SALE,16.0,8.0,0.0,BRAND_BESTSELLER
b_c5ad8a80,Journals,Life Doesn't Stop At 25 Spiral Notebook,False,p_xtek7tu5tz,FOR_SALE,16.0,8.0,0.0,
b_c5ad8a80,Adult Coloring Books,Adventures in the Abyss Activity Book,False,p_3s8ztqk4kn,FOR_SALE,20.0,10.0,0.0,BRAND_BESTSELLER
b_c5ad8a80,Adult Coloring Books,Whatever! An Activity Book For 90s Kids,False,p_wfs9qvqbw5,FOR_SALE,20.0,10.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Men's Here Comes Kitty T-Shirt,False,p_6401ftiu,FOR_SALE,32.0,16.0,0.0,BRAND_BESTSELLER
b_c5ad8a80,Screen Printed T-Shirts,Men's Feared Poltergeist T-Shirt,False,p_uhscdtgc29,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Men's William Shakespeare Bard To the Bone T-Shirt,False,p_vujt2kb3nz,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Men's the Vibe Was Off T-Shirt,False,p_fucekd3mta,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Do What You Love Grim Reaper Unisex Tank Top,False,p_zvm2rhkybx,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Men's the Female Gaze Medusa T-Shirt,False,p_8xk4zrfdyq,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Women's Ban the Fascists Save the Books V-Neck T-Shirt,False,p_hhed6svzwc,FOR_SALE,32.0,16.0,0.0,BRAND_BESTSELLER
b_c5ad8a80,Screen Printed T-Shirts,Men's Have the Day You Deserve T-Shirt,False,p_rht5xwmcdu,FOR_SALE,32.0,16.0,0.0,BRAND_BESTSELLER
b_c5ad8a80,Screen Printed T-Shirts,Men's Carnivorae Botanica Chart T-Shirt,False,p_fp5qsu2rws,FOR_SALE,32.0,16.0,0.0,BRAND_BESTSELLER
b_c5ad8a80,Screen Printed T-Shirts,Men's Guess What? Chicken Butt T-Shirt,False,p_drzyw92djp,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Men's Diver Riding A Shark T-Shirt,False,p_k4avn6v58h,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Men's It Will All Work Out in the End T-Shirt,False,p_xvm5k5vdnf,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Men's Catnip Freakout T-Shirt,False,p_ztu9jbg96u,FOR_SALE,32.0,16.0,0.0,BRAND_BESTSELLER
b_c5ad8a80,Screen Printed T-Shirts,Women's Secret Shame V-Neck T-Shirt,False,p_pbk4y38e8h,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Women's Floral Skull T-Shirt,False,p_atah7sd1,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Men's Later Haters T-Shirt,False,p_wq39k86453,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Men's Elect More Scientists T-Shirt,False,p_8skkmu4vce,FOR_SALE,32.0,16.0,0.0,
b_c5ad8a80,Screen Printed T-Shirts,Men's Unicorn Gloom T-Shirt,False,p_tqvd5jju33,FOR_SALE,32.0,16.0,0.0,
