tokens,names,types,states,start_sending_at,recipient_count,delivered_count,view_count,click_count,open_based_orders_count,open_based_total_order_value,click_based_orders_count,click_based_total_order_value
bmc_yvp9fw7nsp,Last chance prints,ONE_TIME,COMPLETED,1718204400000.0,175.0,98.0,58.0,0.0,6.0,1446.0,0.0,0.0
bmc_9fsapt2w2g,Untitled campaign 2,ONE_TIME,DRAFT,,,,,,,,,
bmc_j5zavzyexp,summer goods,ONE_TIME,COMPLETED,1716044400000.0,174.0,110.0,55.0,0.0,1.0,351.0,0.0,0.0
bmc_qwygcrvpgf,FMN canvas + new prints,ONE_TIME,COMPLETED,1710860400000.0,165.0,100.0,62.0,5.0,6.0,9586.0,0.0,0.0
bmc_ux6rcxbtr7,Untitled campaign,ONE_TIME,COMPLETED,1708636624000.0,1.0,1.0,1.0,0.0,1.0,685.0,0.0,0.0
bmc_h29fy6xam9,10% for stores who haven't ordered,ONE_TIME,COMPLETED,1707580800000.0,28.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0
bmc_h47fbadeat,Top Selling Prints of 2023,ONE_TIME,COMPLETED,1708012800000.0,271.0,182.0,113.0,8.0,13.0,13091.0,4.0,2538.0
bmc_69jhpu9gd3,Faire Winter market 24,ONE_TIME,COMPLETED,1706112000000.0,328.0,200.0,105.0,2.0,13.0,25734.0,7.0,16230.0
bmc_g73ge5wuq3,last call canvases,ONE_TIME,COMPLETED,1700236800000.0,24.0,15.0,6.0,0.0,1.0,715.0,0.0,0.0
bmc_thqnxrc6a4,Holiday 2023 collection,ONE_TIME,COMPLETED,1699372800000.0,153.0,101.0,67.0,0.0,7.0,7358.0,0.0,0.0
bmc_8r3y7rt6xw,New stickers,ONE_TIME,COMPLETED,1697554800000.0,308.0,237.0,119.0,0.0,3.0,1209.0,0.0,0.0
bmc_embtf923xj,The latest collection email,ONE_TIME,COMPLETED,1695654000000.0,253.0,193.0,106.0,2.0,1.0,70.0,0.0,0.0
bmc_nm597gnqeh,Customers who have not ordered yet/on Faire,ONE_TIME,COMPLETED,1693062000000.0,24.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0
bmc_2rbm88pbxp,Untitled campaign 1,ONE_TIME,COMPLETED,1691780636000.0,147.0,114.0,66.0,0.0,1.0,1500.0,0.0,0.0
bmc_c4cwqqe533,last chance- Sing me back home,ONE_TIME,COMPLETED,1691074800000.0,147.0,114.0,63.0,1.0,4.0,1595.0,0.0,0.0
bmc_jmj2g7vs26,Ships Today - Originals + Canvases,ONE_TIME,COMPLETED,1689865200000.0,295.0,216.0,109.0,1.0,9.0,24445.0,0.0,0.0
bmc_sm8tnx5aat,The Fishing Collection,ONE_TIME,COMPLETED,1687878000000.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
bmc_tp7quuqqeb,Canvas Collection,ONE_TIME,COMPLETED,1686668400000.0,263.0,216.0,94.0,3.0,4.0,3300.0,0.0,0.0
bmc_w93btgt9n2,Original Artwork,ONE_TIME,COMPLETED,1687359600000.0,143.0,111.0,66.0,0.0,7.0,10748.0,0.0,0.0
bmc_vx7j4e989c,Untitled campaign 4,ONE_TIME,COMPLETED,1685804400000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
bmc_c6f2shm35g,Untitled campaign 3,ONE_TIME,COMPLETED,1684515827000.0,73.0,63.0,25.0,0.0,0.0,0.0,0.0,0.0
bmc_qjwyddb5hg,Potential clients with items in Cart,ONE_TIME,COMPLETED,1684508400000.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0
bmc_ea72knzadf,Father's Day,ONE_TIME,COMPLETED,1684249200000.0,223.0,179.0,78.0,3.0,3.0,1235.0,0.0,0.0
bmc_59wtxmuya7,Campaign 22-08-24,ONE_TIME,DRAFT,,,,,,,,,
bmc_ka3w9dpb9r,Invite your International Retailers - 200 €/£ Off Promo,ONE_TIME,DRAFT,,,,,,,,,
bmc_c8f1w4ykkl,Net90 Terms,ONE_TIME,DRAFT,,,,,,,,,
bmc_db13wf56r5,COVID-19 Relief Resources for Local Retailers,ONE_TIME,DRAFT,,,,,,,,,
