tokens,names,types,states,start_sending_at,recipient_count,delivered_count,view_count,click_count,open_based_orders_count,open_based_total_order_value,click_based_orders_count,click_based_total_order_value
bmc_j52hntjwet,All You Need to Know About Bidets | 11.5.24,ONE_TIME,DRAFT,,,,,,,,,
bmc_tfdhsfyyhz,Clean Yourself Spooky | 10.31.24,ONE_TIME,COMPLETED,1730391351000.0,540.0,463.0,175.0,6.0,0.0,0.0,0.0,0.0
bmc_bhc3ebbc26,Nothing Says I Love You Like A Bidet | 10.28.24,ONE_TIME,COMPLETED,1730146533000.0,248.0,236.0,81.0,3.0,0.0,0.0,0.0,0.0
bmc_aceqmz6zwg,TP Stand & Drying Squares | 10.22.24,ONE_TIME,COMPLETED,1729610230000.0,249.0,238.0,73.0,4.0,0.0,0.0,0.0,0.0
bmc_eujvkxp365,Holiday Gifting | Tushy Travel | 10.18.24,ONE_TIME,COMPLETED,1729264630000.0,244.0,236.0,77.0,1.0,0.0,0.0,0.0,0.0
bmc_chugfy4r2u,Blog: 5 Things Harder to Love Than a Bidet | 10.14.24,ONE_TIME,COMPLETED,1728933350000.0,247.0,239.0,86.0,3.0,0.0,0.0,0.0,0.0
bmc_5k7vpe6wjb,Holiday Gifting | 10.9.24,ONE_TIME,COMPLETED,1728573479000.0,248.0,237.0,79.0,3.0,0.0,0.0,0.0,0.0
bmc_mxkggz4z5z,Blog: Dumpkin Spice Season | 10.4.24,ONE_TIME,COMPLETED,1728058471000.0,249.0,241.0,95.0,2.0,0.0,0.0,0.0,0.0
bmc_a7kzjrtdha,RSNDN New Tushy Travel Cold Lead Outdoor Store | 9.30.24,ONE_TIME,COMPLETED,1727810159000.0,61.0,59.0,20.0,0.0,0.0,0.0,0.0,0.0
bmc_g8suxkrds8,Tushy Spa | 9.30.24,ONE_TIME,COMPLETED,1727730088000.0,250.0,243.0,87.0,3.0,0.0,0.0,0.0,0.0
bmc_yecwyhjker,Bathroom Scents | 9.27.24,ONE_TIME,COMPLETED,1727450108000.0,254.0,244.0,79.0,3.0,0.0,0.0,0.0,0.0
bmc_wkfs2h2qte,Sh*t We Care About | 9.23.24,ONE_TIME,COMPLETED,1727205360000.0,259.0,250.0,99.0,7.0,0.0,0.0,0.0,0.0
bmc_48n43rbkkv,New Fall Colors Tushy Travel Cold Lead Outdoor Store | 9.16.24,ONE_TIME,COMPLETED,1726586257000.0,72.0,70.0,29.0,4.0,0.0,0.0,0.0,0.0
bmc_bqenqpsca5,10 Benefits of Using a Bidet | 9.16.24,ONE_TIME,COMPLETED,1726600536000.0,264.0,249.0,100.0,5.0,0.0,0.0,0.0,0.0
bmc_84tgexhkxg,New Fall Colors Tushy Travel | 9.12.24,ONE_TIME,COMPLETED,1726254931000.0,124.0,119.0,42.0,1.0,0.0,0.0,0.0,0.0
bmc_gzer6pb96p,22 Poop Facts You Didn't Know | 9.9.24,ONE_TIME,COMPLETED,1725916155000.0,131.0,122.0,53.0,4.0,0.0,0.0,0.0,0.0
bmc_7sacxqc3ty,TUSHY Toilet Brush,ONE_TIME,DRAFT,,,,,,,,,
bmc_dmd2syq3vg,Welcome Campaign,ONE_TIME,COMPLETED,1720702800000.0,18.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
bmc_6jfcqxsx55,Consumables Big Announcement,ONE_TIME,DRAFT,,,,,,,,,
bmc_ehtwqyxbjj,Untitled campaign 2,ONE_TIME,DRAFT,,,,,,,,,
bmc_xfmpysw4vc,Untitled campaign 1,ONE_TIME,DRAFT,,,,,,,,,
bmc_zfeymmpz49,Untitled campaign,ONE_TIME,DRAFT,,,,,,,,,
bmc_q4qf9f9eaq,Items in Cart,ONE_TIME,DRAFT,,,,,,,,,
bmc_7vx86b4ebf,Travel Big Announcement,ONE_TIME,COMPLETED,1725541200000.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0
bmc_5cg27vfrj8,Faire Invitation,ONE_TIME,DRAFT,,,,,,,,,
