tokens,names,types,states,start_sending_at,recipient_count,delivered_count,view_count,click_count,open_based_orders_count,open_based_total_order_value,click_based_orders_count,click_based_total_order_value
bmc_48n43rbkkv,New Fall Colors Tushy Travel Cold Lead Outdoor Store | 9.16.24,ONE_TIME,COMPLETED,1726586257000.0,72.0,70.0,20.0,3.0,0.0,0.0,0.0,0.0
bmc_bqenqpsca5,10 Benefits of Using a Bidet | 9.16.24,ONE_TIME,COMPLETED,1726600536000.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bmc_84tgexhkxg,New Fall Colors Tushy Travel | 9.12.24,ONE_TIME,COMPLETED,1726254931000.0,124.0,119.0,42.0,1.0,0.0,0.0,0.0,0.0
bmc_gzer6pb96p,22 Poop Facts You Didn't Know | 9.9.24,ONE_TIME,COMPLETED,1725916155000.0,131.0,122.0,53.0,4.0,0.0,0.0,0.0,0.0
bmc_7sacxqc3ty,TUSHY Toilet Brush,ONE_TIME,DRAFT,,,,,,,,,
bmc_dmd2syq3vg,Welcome Campaign,ONE_TIME,COMPLETED,1720702800000.0,18.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
bmc_6jfcqxsx55,Consumables Big Announcement,ONE_TIME,DRAFT,,,,,,,,,
bmc_ehtwqyxbjj,Untitled campaign 2,ONE_TIME,DRAFT,,,,,,,,,
bmc_xfmpysw4vc,Untitled campaign 1,ONE_TIME,DRAFT,,,,,,,,,
bmc_zfeymmpz49,Untitled campaign,ONE_TIME,DRAFT,,,,,,,,,
bmc_q4qf9f9eaq,Items in Cart,ONE_TIME,DRAFT,,,,,,,,,
bmc_7vx86b4ebf,Travel Big Announcement,ONE_TIME,COMPLETED,1725541200000.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0
bmc_5cg27vfrj8,Faire Invitation,ONE_TIME,DRAFT,,,,,,,,,
