tokens,names,types,states,start_sending_at,recipient_count,delivered_count,view_count,click_count,open_based_orders_count,open_based_total_order_value,click_based_orders_count,click_based_total_order_value
bmc_p6zf9zuhm2,30-Day Eng | Dogs&Cats | 5.30.24,ONE_TIME,COMPLETED,1717130664000.0,43.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0
bmc_hm8av8tbw5,All | Spring Best Sellers | 5.28.24 ,ONE_TIME,COMPLETED,1716955219000.0,3936.0,2179.0,914.0,13.0,0.0,0.0,0.0,0.0
bmc_v5eh7jh9ak,"Bags + Totes | On Faire, Non Openers from 4.25 | 5.21.2024",ONE_TIME,COMPLETED,1716326548000.0,138.0,75.0,12.0,1.0,0.0,0.0,0.0,0.0
bmc_2wu6pu5mr2,Bees Love These Collection | 5.16.24,ONE_TIME,COMPLETED,1715959838000.0,1740.0,686.0,346.0,2.0,0.0,0.0,0.0,0.0
bmc_raehgwwtah,About the Artist | 5.14.24 (Resend),ONE_TIME,COMPLETED,1715727636000.0,2887.0,938.0,209.0,6.0,0.0,0.0,0.0,0.0
bmc_6367fc29r6,30 Day Eng. + Boutiques | Pajamas | 5.10.24,ONE_TIME,COMPLETED,1715374829000.0,47.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0
bmc_98vaa82bp9,Abandon Cart | May,ONE_TIME,DRAFT,,,,,,,,,
bmc_qeymjz6x5p,About the Artist | 5.6.24,ONE_TIME,COMPLETED,1715090400000.0,3568.0,1703.0,680.0,8.0,0.0,0.0,0.0,0.0
bmc_hrzbuu256w,Orders w/o Reviews | Review Request | 4.28.24,ONE_TIME,COMPLETED,1714424421000.0,35.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0
bmc_6hsd7usz9c,Gift Store | Cosmetic Bags/Totes | 4.25.24,ONE_TIME,COMPLETED,1714096801000.0,185.0,131.0,47.0,3.0,0.0,0.0,0.0,0.0
bmc_2mhasf82f8,"Best Sellers, Unengaged | 4.21.24",ONE_TIME,COMPLETED,1713758764000.0,1521.0,827.0,377.0,6.0,0.0,0.0,0.0,0.0
bmc_7r99x4yqxz,Gifts for Her | 4.14.24,ONE_TIME,COMPLETED,1713154524000.0,3206.0,1756.0,767.0,16.0,0.0,0.0,0.0,0.0
bmc_q3fyggzzka,Oooh La La House Collection | 4.10.24,ONE_TIME,COMPLETED,1712775631000.0,214.0,83.0,51.0,1.0,1.0,238.8,0.0,0.0
bmc_qg6tfxfpfm,Painted Dog Collection | 4.2.24,ONE_TIME,COMPLETED,1712113607000.0,2868.0,1425.0,687.0,11.0,0.0,0.0,0.0,0.0
bmc_vx277bm6mc,Tea Towels,ONE_TIME,COMPLETED,1712374257000.0,2970.0,1520.0,731.0,15.0,1.0,238.8,0.0,0.0
bmc_9j8pvduadf,Tea Towel Collection Announcement ,ONE_TIME,COMPLETED,1709042400000.0,1386.0,561.0,311.0,0.0,1.0,486.6,0.0,0.0
bmc_kjttjee8vb,Faire Winter Market 2024 Email 1 (Copy 1) (Copy 1),ONE_TIME,COMPLETED,1706109872000.0,1934.0,835.0,373.0,6.0,0.0,0.0,0.0,0.0
bmc_3a5kyk49ef,Faire Winter Market 2024 Email 1 (Copy 1),ONE_TIME,COMPLETED,1705500000000.0,1962.0,1339.0,657.0,14.0,1.0,428.6,0.0,0.0
bmc_fkvdjq4gcw,Faire Winter Market 2024 Email 1,ONE_TIME,COMPLETED,1701784800000.0,1368.0,600.0,332.0,6.0,0.0,0.0,0.0,0.0
bmc_xkbn7ckqc7,Black Friday Sale Reminder,ONE_TIME,COMPLETED,1700834400000.0,2745.0,1309.0,630.0,12.0,0.0,0.0,0.0,0.0
bmc_kbry67t35d,Black Friday Sale 2023,ONE_TIME,COMPLETED,1700575200000.0,2745.0,1329.0,641.0,13.0,1.0,316.0,0.0,0.0
bmc_rajkxppef9,Cosmetic Bag Launch,ONE_TIME,COMPLETED,1698670800000.0,2745.0,2092.0,710.0,26.0,1.0,1554.6,0.0,0.0
bmc_57z5bfu993,Untitled campaign 5,ONE_TIME,COMPLETED,1689351646000.0,2742.0,1746.0,541.0,17.0,1.0,234.2,0.0,0.0
bmc_r6pcagp7nm,Untitled campaign 4,ONE_TIME,DRAFT,,,,,,,,,
bmc_hycxerpjtw,Untitled campaign 1,ONE_TIME,COMPLETED,1688562000000.0,2740.0,2253.0,814.0,30.0,0.0,0.0,0.0,0.0
bmc_zbmvvhj3fv,Welcome Campaign,ONE_TIME,COMPLETED,1685974216000.0,2739.0,2117.0,766.0,40.0,0.0,0.0,0.0,0.0
bmc_hpt9bd8kzm,Bon|Artis Introductory Campaign,ONE_TIME,DRAFT,,,,,,,,,
bmc_ewdybkm6g7,Bon|Artis Introd Campaign,ONE_TIME,DRAFT,,,,,,,,,
bmc_d4uv5kzvcv,Faire Winter Market 2023,ONE_TIME,DRAFT,,,,,,,,,
