tokens,names,types,states,start_sending_at,recipient_count,delivered_count,view_count,click_count,open_based_orders_count,open_based_total_order_value,click_based_orders_count,click_based_total_order_value
bmc_j3wxvdnu64,3 Reasons to Carry Huppy | Dent/Oral Prof. | 7.12.24,ONE_TIME,COMPLETED,1721052000000.0,641.0,613.0,108.0,5.0,0.0,0.0,0.0,0.0
bmc_4pbysjpv4g,3 Reasons to Carry Huppy | Boutique/Shop/Vit. Store | 7.12.24,ONE_TIME,RUNNING,,,,,,,,,
bmc_4gnv2gruxv,6 Reasons to Carry Huppy | Health/Med Spas | 7.12.24,ONE_TIME,COMPLETED,1721056944000.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bmc_mbj8qsrjmr,All | Faire Market | 7.3.24,ONE_TIME,COMPLETED,1720057366000.0,2712.0,2140.0,766.0,11.0,15.0,4165.0,0.0,0.0
bmc_9sseyjgkma,Never Ordered | The Huppy Story | 6.27.24,ONE_TIME,COMPLETED,1719497639000.0,1557.0,1351.0,536.0,20.0,0.0,0.0,0.0,0.0
bmc_q4dh5wttde,Tools for Teeth,ONE_TIME,COMPLETED,1718978400000.0,2527.0,2009.0,920.0,18.0,15.0,4075.0,0.0,0.0
bmc_w6gpsx7t6w,30 Day | Bulk Options Available | 6.13.24,ONE_TIME,COMPLETED,1718480097000.0,724.0,472.0,219.0,3.0,11.0,3237.5,0.0,0.0
bmc_vqnwvk7m4h,RESEND Spring Best Sellers | 6.18.24,ONE_TIME,COMPLETED,1718739358000.0,970.0,636.0,357.0,4.0,21.0,4982.5,0.0,0.0
bmc_9zqh85c3b3,All | Watermelon Sale | 6.10.24,ONE_TIME,COMPLETED,1718070134000.0,2100.0,1635.0,770.0,20.0,25.0,6917.5,3.0,942.5
bmc_wjakzt5e97,"60Day, Credit | Spring Best Sellers | 6.5.24",ONE_TIME,COMPLETED,1717628653000.0,700.0,451.0,222.0,1.0,10.0,2265.0,0.0,0.0
