Brand ID,Product Category,Product Name,Is New,Product Token,Product State,Retail Price,Wholesale Price,Wholesale Promo Discount Percentage,Badge List,Brand Token,brand
b_9kwxe5342a,Dangle Earrings,Salome Earrings,False,p_tjpjjmsjgp,FOR_SALE,18.0,6.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Cooper Earrings,False,p_hkccvj8wrj,FOR_SALE,18.0,6.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Marie Earrings,False,p_u2bwhvch3a,FOR_SALE,21.0,7.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Vizcaya Earrings ,False,p_unsupksgrf,FOR_SALE,24.0,12.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Moon Earrings,False,p_npez25mvdn,FOR_SALE,21.0,7.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Odalys Earrings,False,p_y9q2q6j4me,FOR_SALE,21.0,7.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Collins Earrings,False,p_naz24e354w,FOR_SALE,12.0,6.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Thais Necklace,False,p_a4vck8wrnw,FOR_SALE,30.0,10.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Noah Earrings,False,p_9as4h5abxm,FOR_SALE,18.0,6.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Yoli Earrings,False,p_q6ustyqpx9,FOR_SALE,21.0,7.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Maui Earrings,False,p_ay92zcpek9,FOR_SALE,21.0,7.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Lesslie Earrings,False,p_zbet7zd347,FOR_SALE,18.0,6.0,0.0,FAIRE_BESTSELLER,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Kate Earrings,False,p_ar3qmnrgre,FOR_SALE,18.0,6.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Pame Earrings,False,p_r5hyx9vrjm,FOR_SALE,21.0,7.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Sale! Blake Earrings,False,p_qpj9w3qmaa,FOR_SALE,14.97,4.99,0.0,BRAND_BESTSELLER,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Sasha Earrings,False,p_e4ctcgacux,FOR_SALE,18.0,6.0,0.0,FAIRE_BESTSELLER,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Martu Earrings,False,p_8r5dmhwg9q,FOR_SALE,21.0,7.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Bailey Earrings,False,p_n2t6jdg8j7,FOR_SALE,27.0,9.0,0.0,FAIRE_BESTSELLER,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Kylie Earrings,False,p_24jmcv7brb,FOR_SALE,21.0,7.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Kalani Earrings,False,p_7agnggsu35,FOR_SALE,27.0,9.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Demi Earrings,False,p_aeqmed4frd,FOR_SALE,24.0,8.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Laia Earrings,False,p_juwejew5c3,FOR_SALE,18.0,6.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Danielle Earrings,False,p_dfgk88yrds,FOR_SALE,18.0,6.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Manu Earrings,False,p_6pfhetjjez,FOR_SALE,21.0,7.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Sale! Candace Earrings,False,p_k6w4yvn9c2,FOR_SALE,9.98,4.99,0.0,FAIRE_BESTSELLER,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Ashley Earrings,False,p_892ka7rnmr,FOR_SALE,18.0,6.0,0.0,BRAND_BESTSELLER,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Bonnie Earrings,False,p_jag2f7ammp,FOR_SALE,14.0,7.0,0.0,BRAND_BESTSELLER,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Sale! Malibu Earrings,False,p_bdjf9xwsnx,FOR_SALE,14.97,4.99,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Ida Earrings,False,p_s7cundpan7,FOR_SALE,12.0,6.0,0.0,,b_9kwxe5342a,Organic Tagua Jewelry
b_9kwxe5342a,Dangle Earrings,Florence Earrings,False,p_epmfrnd3t6,FOR_SALE,27.0,9.0,0.0,BRAND_BESTSELLER,b_9kwxe5342a,Organic Tagua Jewelry
