tokens,names,types,states,start_sending_at,recipient_count,delivered_count,view_count,click_count,open_based_orders_count,open_based_total_order_value,click_based_orders_count,click_based_total_order_value
bmc_3jxwvxpw54,Tortoise Flat Clip Restock | 10.2.24,ONE_TIME,DRAFT,,,,,,,,,
bmc_q6ja3efqq7,Matte Hair Clips | 9.30.24,ONE_TIME,COMPLETED,1727723732000.0,7699.0,5606.0,2612.0,24.0,25.0,6544.21,2.0,340.55
bmc_23beqnhke7,RSND Breast Cancer Awareness Launch | 9.26.24,ONE_TIME,COMPLETED,1727363760000.0,5558.0,4307.0,1842.0,22.0,23.0,6390.24,1.0,489.9
bmc_anh93mus7t,Breast Cancer Awareness Launch,ONE_TIME,COMPLETED,1727295594000.0,7618.0,6194.0,2891.0,30.0,76.0,24338.98,5.0,1564.3
bmc_vcdc3m3qub,Scrunchies | 9.20.24,ONE_TIME,COMPLETED,1726845267000.0,5252.0,4013.0,2093.0,14.0,68.0,19652.1,1.0,241.55
bmc_zevwpf22bz,The TELETIES Story | 9.18.24,ONE_TIME,COMPLETED,1726672664000.0,4200.0,3067.0,1073.0,10.0,0.0,0.0,0.0,0.0
bmc_umdtbezzjj,Halloween Launch (Copy 1),ONE_TIME,COMPLETED,1726341304000.0,3502.0,3038.0,677.0,5.0,6.0,3149.45,0.0,0.0
bmc_65ntt886hq,TEMPLATE | BC,ONE_TIME,DRAFT,,,,,,,,,
bmc_ath7d934px,Halloween Launch,ONE_TIME,COMPLETED,1726236108000.0,7339.0,6270.0,3020.0,63.0,88.0,29834.7,5.0,1858.09
bmc_y8qpxfce9b,Full Collegiate Collection Non-Ordered | 9.6.24,ONE_TIME,COMPLETED,1725635738000.0,3876.0,2893.0,1151.0,18.0,1.0,701.79,0.0,0.0
bmc_qmbm7mh4ym,College Coil Restock | 9.5.24,ONE_TIME,COMPLETED,1725563875000.0,3292.0,2936.0,1985.0,28.0,115.0,40004.85,5.0,1549.45
bmc_7hykerhrj6,Fall Collection Push | Abandon Cart | 8.31.24,ONE_TIME,COMPLETED,1725154209000.0,312.0,301.0,189.0,0.0,36.0,10357.14,0.0,0.0
bmc_3xw9gq4j35,Tortoise Flat Clip Restock | 8.29.24,ONE_TIME,COMPLETED,1724959270000.0,6901.0,5781.0,2921.0,40.0,111.0,34401.72,5.0,471.7
bmc_ndvyyfe3fp,Core Collection Bowl | 8.26.24,ONE_TIME,COMPLETED,1724872298000.0,6891.0,5697.0,2860.0,43.0,102.0,33988.04,4.0,1654.49
bmc_t6t6n9kkx8,Headbands | 8.23.24,ONE_TIME,COMPLETED,1724440702000.0,6875.0,5696.0,2758.0,27.0,112.0,38371.0,2.0,354.75
bmc_92ez9zaymc,Collegiate Flat Clip Launch,ONE_TIME,COMPLETED,1724164043000.0,6829.0,5584.0,2524.0,79.0,123.0,37144.04,14.0,2500.72
bmc_cy335k6c7q,Lowered Minimum Reminder | 8.14.24,ONE_TIME,COMPLETED,1723684637000.0,6605.0,5768.0,2853.0,43.0,131.0,40179.07,8.0,2776.36
bmc_ykxyz85xcq,Collegiate Hair Coils | 8.6.24,ONE_TIME,COMPLETED,1722957330000.0,6650.0,5270.0,2437.0,36.0,74.0,20571.46,2.0,538.39
bmc_bxcmf82jyp,Thank you! | 8.1.24,ONE_TIME,COMPLETED,1722525192000.0,6332.0,5022.0,2787.0,20.0,75.0,22223.68,0.0,0.0
bmc_jaj3qfq8ug,Fall Collection Resend | 7.18.24,ONE_TIME,COMPLETED,1721321142000.0,3030.0,1927.0,413.0,9.0,15.0,4688.74,1.0,217.2
