Brand ID,Product Category,Product Name,Is New,Product Token,Product State,Retail Price,Wholesale Price,Wholesale Promo Discount Percentage,Badge List,Brand Token,brand
b_1c6eqlam,Art Prints,Big Spirit - Buffalo Art Print,True,p_5s3vnq7hjw,FOR_SALE,129.0,65.0,0,NEW_BADGE,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Sunrise Visitor - Wolf Art Print,True,p_4e44ae6umn,FOR_SALE,149.0,75.0,0,NEW_BADGE,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Alpine Summer Art Print,True,p_umhgueqnyd,FOR_SALE,129.0,65.0,0,NEW_BADGE,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,American Roots - Country Western Singer Art Print,True,p_6vwhf65udw,FOR_SALE,129.0,65.0,0,NEW_BADGE,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Ready For the Roundup- Cowgirl with Horses Art Print ,False,p_e5syj5qykw,FOR_SALE,129.0,65.0,0,,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Midnight Forest (Porcupine) - Mountain Modern Art Print,False,p_ex8x5bmrp6,FOR_SALE,149.0,75.0,0,,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Midnight Forest (Bear Cubs) - Bear in Aspen Trees Art Print ,False,p_hr8vgmytcv,FOR_SALE,149.0,75.0,0,,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Under the Milky Way - Bison Art Print,True,p_9s8da6ybyv,FOR_SALE,129.0,65.0,0,NEW_BADGE,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Hollyhocks - Horse Wall Art,False,p_3q5hger67z,FOR_SALE,159.0,80.0,0,,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Rebecca's Ransom - Vintage Cowgirl Art Print,False,p_4kwz4eswk2,FOR_SALE,149.0,75.0,0,,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Ranch Hand- Cowgirl with Wine Art Print,False,p_aygvb7dnhq,FOR_SALE,129.0,65.0,0,,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Blue Melodies - Horse Desert Art Print,False,p_zw9pkdnr44,FOR_SALE,159.0,80.0,0,,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Cactus Country (Armadillo) - Desert Cactus Art Print,False,p_jyfv29dpke,FOR_SALE,149.0,75.0,0,,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Cactus Country (Jackrabbits) - Desert Cactus Art Print,False,p_c5r6sfgnqg,FOR_SALE,149.0,75.0,0,,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,12 Top Selling Prints + Display Bin,False,p_5gqyfezcx2,FOR_SALE,2198.0,1099.0,0,,b_1c6eqlam,Dolan Geiman
b_1c6eqlam,Art Prints,Poppy - Horse Wall Art,False,p_6wvgpq5f6e,FOR_SALE,159.0,80.0,0,,b_1c6eqlam,Dolan Geiman
