Brand ID,Product Category,Product Name,Is New,Product Token,Product State,Retail Price,Wholesale Price,Wholesale Promo Discount Percentage,Badge List,Brand Token,brand
b_abnh48rfz1,Quilts,Spencer Plaid Quilt,True,p_tu9rfayk32,FOR_SALE,63.0,30.0,0,NEW_BADGE,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Bh Calabria Velvet Quilt,False,p_smae9t7rjd,FOR_SALE,73.5,35.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Washed Linen Quilt,False,p_r273ympfxy,FOR_SALE,147.0,70.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Angelica Quilt Set,False,p_kqhgmn37n3,FOR_SALE,105.0,50.0,0,BRAND_BESTSELLER,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Astrid Quilt,False,p_up9ymwc2p4,FOR_SALE,84.0,40.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Abruzzi Velvet Spice Quilt,False,p_kh3c3dbv85,FOR_SALE,73.5,35.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Merano Velvet Sea Spray Quilt,False,p_9dqc2r5n6k,FOR_SALE,73.5,35.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Empire Velvet Green Quilt,False,p_sd8qsd8q4j,FOR_SALE,73.5,35.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Sherbourne Stitch Quilt,False,p_2ycgpydh4g,FOR_SALE,73.5,35.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Ellora Plum Velvet Quilt,False,p_c642sd6jjf,FOR_SALE,73.5,35.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Velvet Quilt Set,False,p_ncysru26yv,FOR_SALE,94.5,45.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Embroidered Swiss Dot Navy Quilted Throw,False,p_hwht68dk5v,FOR_SALE,42.0,20.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Ocean Meadow Quilt Set,False,p_nyp5n3x3kd,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Radella Quilted Throw,False,p_zx6fb33a22,FOR_SALE,52.5,25.0,0,FAIRE_BESTSELLER,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Radella Quilt Set,False,p_zs2eepjbbc,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Kalani Quilt Set,False,p_abzu6yf6vx,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Inaya Quilt Set,False,p_bvpm45qcky,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Elizabeta Quilt Set,False,p_6qcch5dfeu,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Emel Red Quilt Set,False,p_ttba82dhwe,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Tessa Quilt Set,False,p_d23h2qc4pk,FOR_SALE,84.0,40.0,0,BRAND_BESTSELLER,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Bobbi Quilt Set,False,p_s9a4b7pu9x,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Ansara Quilt Set,False,p_zzeqfdazfm,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Vintage Rose Garden Quilt Set,False,p_f8v9wxkrc6,FOR_SALE,126.0,60.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Jingle Paws Quilt Set,False,p_suekappfq8,FOR_SALE,73.5,35.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Joulset Quilt Set,False,p_6cwgh4e4hz,FOR_SALE,105.0,50.0,0,BRAND_BESTSELLER,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Gnome Forest Quilt Set,False,p_q9xjvmuas9,FOR_SALE,73.5,35.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Festive Baubles Quilt Set,False,p_7fge8zqrry,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Bretton Woods Green/Taupe Quilt Set,False,p_vyd6pqdnnq,FOR_SALE,94.5,45.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Sol Stripe Patch Quilt Set,False,p_54vgakwwdh,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Ashika Quilt Set,False,p_726anymvn4,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Maeve Neutral Quilt Set,False,p_y4dv37eb54,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Laure Indigo Quilt Set,False,p_p6uq9dajwr,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Etrada Quilt Set,False,p_68cehm6hr6,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Bertelli Navy Quilt Set,False,p_fdrasjyzd7,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Pom Pom Quilt,False,p_jzb33g96ws,FOR_SALE,94.5,45.0,0,FAIRE_BESTSELLER,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Palladium Quilt Set,False,p_x6etdazswd,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Mirage Quilt Set,False,p_z4qxa2egez,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Melody Quilt Set,False,p_phbee95up7,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Galaxy Quilt Set,False,p_hbv4ze34qe,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
b_abnh48rfz1,Quilts,Fancy Forest Quilt Set,False,p_jakeb27grp,FOR_SALE,105.0,50.0,0,,b_abnh48rfz1,Levtex Home
