Product Category,Product Name,Is New,Product Token,Product State,Retail Price,Wholesale Price,Wholesale Promo Discount Percentage,brand
Pouches,It's A Good Day Canvas Pouch,False,p_f2mjrsfpz9,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Girl Math Canvas Pouch,False,p_7r43mdq8vj,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Let's Drink and Talk Shit Canvas Pouch,False,p_v23z7737vq,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Don't Make Mommy Be A Bitch Canvas Pouch,False,p_dp5n7w9gjt,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Get Shit Done Canvas Pouch,False,p_e8c8me7dxa,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,The Book Is Always Better Canvas Pouch,False,p_9393bv4xtm,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Happy Fucking Birthday Canvas Pouch,False,p_eucs75pnvk,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,"Just in Case... I Believe in You, Nice Butt - Canvas Pouch",False,p_3ewydhfgc3,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Beautiful Bitch - Floral Canvas Pouch,False,p_xef53h774s,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Don’T Be A Dick - Strawberry & Daisy Canvas Pouch,False,p_x5uhgt5v3t,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,You Make the World A Better Place - Canvas Pouch,False,p_5ka8v8xtay,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Vent About Your Joy Not Just Your Problems Canvas Pouch,False,p_zft2g8cc24,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,With Love from California Canvas Pouch,False,p_ckqjdfujrc,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Live By the Sun Canvas Pouch,False,p_xpfn5gsehc,FOR_SALE,14.0,7.0,40.0,Properly Improper
Pouches,Broke Bitch Canvas Pouch,False,p_uzmy487ayh,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Nothing Changes If Nothing Changes Canvas Pouch,False,p_a9g4newe6y,FOR_SALE,14.0,7.0,40.0,Properly Improper
Pouches,I Love You To the Moon and Back Canvas Pouch,False,p_8cmjnv7ry6,FOR_SALE,14.0,7.0,40.0,Properly Improper
Pouches,99% Sure My Soulmate Is A Dog Canvas Pouch,False,p_wp5t7sc3sp,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,"Dog Money, Not Mine Canvas Pouch",False,p_2fb7frgnfd,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Girl Boss Canvas Pouch,False,p_w4ebqhu6qn,FOR_SALE,14.0,7.0,40.0,Properly Improper
Pouches,Fuck You Very Much Canvas Pouch,False,p_vsxc82hrwf,FOR_SALE,14.0,7.0,40.0,Properly Improper
Pouches,Pickleball Legend Canvas Pouch,True,p_e8m2dmkumm,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Life Is Tough But So Are You Canvas Pouch,False,p_pdprnukpr6,FOR_SALE,14.0,7.0,40.0,Properly Improper
Pouches,To Do List: Drink Wine and Pet My Dog Canvas Pouch,False,p_ju3dextvvy,FOR_SALE,14.0,7.0,0.0,Properly Improper
Pouches,Breathe and Let Go Canvas Pouch,False,p_m5sc9hv8nv,FOR_SALE,14.0,7.0,40.0,Properly Improper
Pouches,You Are Beautiful Canvas Pouch,False,p_gxzcnqefdw,FOR_SALE,14.0,7.0,40.0,Properly Improper
Pouches,Never Ever Give Up Canvas Pouch,False,p_bh3dyws25q,FOR_SALE,14.0,7.0,40.0,Properly Improper
