Brand ID,Product Category,Product Name,Is New,Product Token,Product State,Retail Price,Wholesale Price,Wholesale Promo Discount Percentage,Badge List,Brand Token,brand
b_849n5pbfjm,Hair Brush & Comb,",....SI-26029 Tik Tok Detangling Hair Massage Comb Brush",True,p_f5fxn89edd,FOR_SALE,10.5,3.5,0,NEW_BADGE,b_849n5pbfjm,42POPS
b_849n5pbfjm,Hair Brush & Comb,",,..SI-25571 the Ultimate Detangler Hairbrush For Wet & Dry Hair",False,p_txqtz2bqt4,FOR_SALE,10.5,3.5,0,TRENDING,b_849n5pbfjm,42POPS
b_849n5pbfjm,Hair Brush & Comb,SI-26029 Tik Tok Detangling Hair Massage Comb Brush,True,p_rt9u6rf4qk,FOR_SALE,10.5,3.5,0,NEW_BADGE,b_849n5pbfjm,42POPS
b_849n5pbfjm,Hair Brush & Comb,...SI-26029 Tik Tok Detangling Hair Massage Comb Brush,True,p_qfqrdzr3cv,FOR_SALE,10.5,3.5,0,NEW_BADGE,b_849n5pbfjm,42POPS
b_849n5pbfjm,Hair Brush & Comb,.....SI-26029 Tik Tok Detangling Hair Massage Comb Brush,True,p_bwnz994nes,FOR_SALE,10.5,3.5,0,NEW_BADGE,b_849n5pbfjm,42POPS
b_849n5pbfjm,Hair Brush & Comb,..SI-25571 the Ultimate Detangler Hairbrush For Wet & Dry Hair,True,p_2484yfmq84,FOR_SALE,10.5,3.5,0,NEW_BADGE,b_849n5pbfjm,42POPS
b_849n5pbfjm,Hair Brush & Comb,SI-26029 Tik Tok Detangling Hair Massage Comb Brush,True,p_qgh98katmu,FOR_SALE,10.5,3.5,0,NEW_BADGE,b_849n5pbfjm,42POPS
b_849n5pbfjm,Hair Brush & Comb,SI-26029 Tik Tok Detangling Hair Massage Comb Brush,True,p_75j7fed56p,FOR_SALE,10.5,3.5,0,NEW_BADGE,b_849n5pbfjm,42POPS
b_849n5pbfjm,Hair Brush & Comb,SI-26029 Tik Tok Detangling Hair Massage Comb Brush,True,p_erqv54rrrj,FOR_SALE,10.5,3.5,0,NEW_BADGE,b_849n5pbfjm,42POPS
b_849n5pbfjm,Hair Brush & Comb,SI-26029 Tik Tok Detangling Hair Massage Comb Brush,True,p_d23yqq25nv,FOR_SALE,10.5,3.5,0,NEW_BADGE,b_849n5pbfjm,42POPS
b_849n5pbfjm,Hair Brush & Comb,SI-26029 Tik Tok Detangling Hair Massage Comb Brush,True,p_qgcn6tc6qe,FOR_SALE,10.5,3.5,0,NEW_BADGE,b_849n5pbfjm,42POPS
b_36lz1wnkyu,Hair Leave-In Conditioner,Plant-Based Kids Leave-in Conditioner & Detangler (6.7oz),False,p_2xpa4nhswz,FOR_SALE,4.99,3.0,0,,b_36lz1wnkyu,Dr. Natural
b_36lz1wnkyu,Hair Leave-In Conditioner,Dr Natural Leave in Condtioner & Detangler,False,p_ypzcdyhf0g,FOR_SALE,4.99,2.0,0,,b_36lz1wnkyu,Dr. Natural
b_wwuty2ts97,Hair Leave-In Conditioner,All Natural Detangler,False,p_mjru3djvf5,FOR_SALE,12.0,6.0,0,BRAND_BESTSELLER,b_wwuty2ts97,Hive
b_3jxtednxl5,Hair Brush & Comb,Glam Heart Print Round Hair Brush,False,p_ecncs6b82b,FOR_SALE,12.0,6.0,0,,b_3jxtednxl5,OMG Accessories
b_3jxtednxl5,Hair Brush & Comb,Miss Bella Kitty Cat Ombre Print Round Hair Brush,False,p_6dmqkhqmdq,FOR_SALE,12.0,6.0,0,,b_3jxtednxl5,OMG Accessories
b_3jxtednxl5,Hair Brush & Comb,Miss Gwen Unicorn Heart Print Round Hair Brush,False,p_k2m93da4wp,FOR_SALE,12.0,6.0,0,,b_3jxtednxl5,OMG Accessories
b_3jxtednxl5,Hair Brush & Comb,Miss Gwen Unicorn Ombre Print Round Hair Brush,False,p_gse8fjcpv5,FOR_SALE,12.0,6.0,0,,b_3jxtednxl5,OMG Accessories
b_3jxtednxl5,Hair Brush & Comb,Miss Gwen Unicorn Checkerboard Print Round Hair Brush,False,p_zpgaqjdw5c,FOR_SALE,12.0,6.0,0,,b_3jxtednxl5,OMG Accessories
b_3jxtednxl5,Hair Brush & Comb,Love Heart Print Round Hair Brush,False,p_wys3u3v8x5,FOR_SALE,12.0,6.0,0,,b_3jxtednxl5,OMG Accessories
b_3jxtednxl5,Hair Brush & Comb,Rainbow Heart Hair Brush,False,p_n4cvcdy2b8,FOR_SALE,12.0,6.0,0,,b_3jxtednxl5,OMG Accessories
b_4zo2hqpuvy,Hair Brush & Comb,Wet Brush Mini Detangler - Black,False,p_k7u69grx79,FOR_SALE,5.99,3.0,0,TRENDING,b_4zo2hqpuvy,WetBrush
b_4zo2hqpuvy,Hair Brush & Comb,Argan Shine Enhancer - Traditional Wood,False,p_2ycsvsj5pk,FOR_SALE,16.99,8.5,0,BRAND_BESTSELLER,b_4zo2hqpuvy,WetBrush
b_4zo2hqpuvy,Hair Brush & Comb,Wet Brush Original Detangler - Black,False,p_vgb8h2jpgg,FOR_SALE,11.99,6.0,0,TRENDING,b_4zo2hqpuvy,WetBrush
b_4zo2hqpuvy,Hair Brush & Comb,Go Green Curl Detangler-Pink,False,p_fzj4uaye5n,FOR_SALE,19.99,10.0,0,BRAND_BESTSELLER,b_4zo2hqpuvy,WetBrush
b_4zo2hqpuvy,Hair Brush & Comb,Wet Brush Paddle Detangler - Black,False,p_9pp9zv9qpx,FOR_SALE,12.99,6.5,0,TRENDING,b_4zo2hqpuvy,WetBrush
b_4zo2hqpuvy,Hair Brush & Comb,Wet Brush Kids Detangler - Hearts,False,p_vrqhk65etc,FOR_SALE,8.99,4.5,0,,b_4zo2hqpuvy,WetBrush
b_4zo2hqpuvy,Hair Brush & Comb,Mini Detangler-Sky,False,p_yqu8rcpdt2,FOR_SALE,5.99,3.0,0,,b_4zo2hqpuvy,WetBrush
