tokens,names,types,states,start_sending_at,recipient_count,delivered_count,view_count,click_count,open_based_orders_count,open_based_total_order_value,click_based_orders_count,click_based_total_order_value
bmc_5cdwhr4zs6,All | Wine Lip Gloss | 7.1.24,ONE_TIME,COMPLETED,1719845741000.0,2734.0,1724.0,563.0,9.0,0.0,0.0,0.0,0.0
bmc_4gjzcxg6nq,All | Summer Best Sellers | 6.21.24 (Copy 1),ONE_TIME,COMPLETED,1719368024000.0,2733.0,1827.0,708.0,14.0,7.0,1104.0,0.0,0.0
bmc_6gg469jqrj,Untitled campaign,ONE_TIME,DRAFT,,,,,,,,,
bmc_d3x2djjz5h,All | Summer Best Sellers | 6.21.24,ONE_TIME,COMPLETED,1718970931000.0,2730.0,1845.0,683.0,17.0,7.0,1104.5,0.0,0.0
bmc_rbxj3f99ws,All | Gift Sets | 6.12.24,ONE_TIME,COMPLETED,1718247924000.0,1941.0,1280.0,675.0,10.0,12.0,2195.0,3.0,512.75
bmc_pxryft6cg7,All | New Products RESEND | 7.8.24,ONE_TIME,COMPLETED,1717911640000.0,361.0,178.0,20.0,1.0,0.0,0.0,0.0,0.0
bmc_kjq68b6a9x,Full | Candy Bath Bombs | 6.5.24,ONE_TIME,COMPLETED,1717628032000.0,2438.0,1423.0,590.0,8.0,5.0,2106.75,0.0,0.0
bmc_t2mcj7e4db,Non-Opens Resend | Surprise Bombs Back In Stock | 6.3.24,ONE_TIME,COMPLETED,1717478445000.0,310.0,138.0,30.0,1.0,0.0,0.0,0.0,0.0
bmc_vuctcbgy5k,All | New Products | 5.28.24,ONE_TIME,COMPLETED,1716948593000.0,2435.0,1567.0,683.0,6.0,9.0,991.5,2.0,230.25
bmc_r52jsdfa8j,Doughnut Bath Bombs Abandon Cart | 5.22.24,ONE_TIME,COMPLETED,1716432757000.0,16.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0
bmc_wef6chsfar,Surprise Bombs Back In Stock,ONE_TIME,COMPLETED,1713792600000.0,2320.0,1450.0,571.0,18.0,15.0,1869.0,1.0,117.0
bmc_bm9h7nwgre,Quick Ship - Never Ordered,ONE_TIME,COMPLETED,1699970400000.0,391.0,184.0,71.0,3.0,0.0,0.0,0.0,0.0
bmc_64a658z6jp,Last Minute - Quick Ship,ONE_TIME,COMPLETED,1699884000000.0,1848.0,1296.0,561.0,15.0,19.0,3866.25,6.0,1281.0
