Brand ID,Product Category,Product Name,Is New,Product Token,Product State,Retail Price,Wholesale Price,Wholesale Promo Discount Percentage,Badge List,Brand Token,brand
b_dc927665,Tablecloth,Lisbon Light Gray Tablecloth - Best Seller,False,p_9ehcudhdgr,FOR_SALE,72.0,32.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Toulouse Tablecloth - Best Seller,False,p_quafscfc7f,FOR_SALE,146.0,70.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Laguna Tablecloth - Fall Entertaining,False,p_d9vqrntatb,FOR_SALE,215.0,95.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Seville Tablecloth - Fall Entertaining,False,p_fkqrbmdbca,FOR_SALE,235.0,105.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Verbier Tablecloth - Christmas Decor - New,False,p_vyvbqvz2dq,FOR_SALE,180.0,80.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Alta White Tablecloth,False,p_kqa2tbgxkz,FOR_SALE,146.0,65.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Lily of the Valley Tablecloth - Fall Entertaining,False,p_vhx4hyvkbg,FOR_SALE,196.0,95.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Bermuda Tablecoth,False,p_mepa54wprs,FOR_SALE,170.0,65.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Telluride Tablecloth - Fall Entertaining,False,p_cy6nt8b8d8,FOR_SALE,145.0,65.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Newbury Tablecloth - Christmas Best Seller,False,p_7gy8yjm6sm,FOR_SALE,250.0,110.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Cambridge Tablecloth - Christmas Best Seller,False,p_gyaxrbdkky,FOR_SALE,160.0,70.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Boerne Tablecloth - Fall Entertaining,False,p_8xwtbhxz3z,FOR_SALE,160.0,70.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Beacon Tablecloth - Christmas Best Seller,False,p_cqp9y7jcb3,FOR_SALE,146.0,70.0,0.0,BRAND_BESTSELLER,b_dc927665,Mode Living
b_dc927665,Tablecloth,Ravello Tablecloth - Fall Entertaining,False,p_gwxarxxjpm,FOR_SALE,145.0,65.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Sorrento Tablecloth - Fall Entertaining,False,p_uqahys3cku,FOR_SALE,160.0,70.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Cassis Tablecloth - Fall Entertaining,False,p_4w4ccmauvk,FOR_SALE,145.0,65.0,0.0,BRAND_BESTSELLER,b_dc927665,Mode Living
b_dc927665,Tablecloth,Gardenia Tablecloth - Fall Entertaining,False,p_jsa4xtty8x,FOR_SALE,145.0,65.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Savannah Tablecloth - Fall Entertaining,False,p_yus4uwxkh3,FOR_SALE,170.0,75.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Positano Tablecloth - Fall Entertaining,False,p_xcdsppz9rh,FOR_SALE,260.0,115.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Bianca Tablecloth - Best Seller,False,p_ae28tf5qcg,FOR_SALE,215.0,95.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Antibes Tablecloth - Fall Entertaining,False,p_e28esfr649,FOR_SALE,145.0,60.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Lima Tablecloth - Fall Entertaining,False,p_7a3vhexxxt,FOR_SALE,140.0,88.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Geneva Tablecloth - Fall Entertaining,False,p_nejmtjtagh,FOR_SALE,98.0,62.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Cannes Tablecloth - Fall Entertaining,False,p_vpks59gykk,FOR_SALE,190.0,85.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Madison Tablecloth - Fall Entertaining,False,p_wces9hraut,FOR_SALE,72.0,32.0,0.0,BRAND_BESTSELLER,b_dc927665,Mode Living
b_dc927665,Tablecloth,Miami Tablecloth - Fall Entertaining,False,p_yd8zny579t,FOR_SALE,80.0,36.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Carrera Tablecloth - Fall Entertaining,False,p_atvf87exhg,FOR_SALE,72.0,40.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Hamptons Tablecloth - Fall Entertaining,False,p_fw8uk5rkfu,FOR_SALE,290.0,142.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Vail Tablecloth - Fall Entertaining,False,p_h4tjktdxcr,FOR_SALE,160.0,70.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Santorini Tablecloth - Fall Entertaining,False,p_ag3un2qpce,FOR_SALE,260.0,115.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Ritz Tablecloth - Fall Entertaining,False,p_25ntguz8qq,FOR_SALE,190.0,85.0,0.0,BRAND_BESTSELLER,b_dc927665,Mode Living
b_dc927665,Tablecloth,Noelle Tablecloth - Fall Entertaining,False,p_sgxjbumma9,FOR_SALE,135.0,60.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Vogue Tablecloth - Fall Entertaining,False,p_h9242bvq9j,FOR_SALE,145.0,65.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Greenwich Tablecloth - Fall Entertaining,False,p_q4jnddhuew,FOR_SALE,250.0,112.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Malibu Tablecloth - Fall Entertaining,False,p_vyy74d2cgh,FOR_SALE,200.0,90.0,0.0,BRAND_BESTSELLER,b_dc927665,Mode Living
b_dc927665,Tablecloth,St. Moritz Tablecloth - Fall Entertaining,False,p_8ggw9heys8,FOR_SALE,205.0,90.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Brussels Tablecloth - Fall Entertaining,False,p_3yrhgeveyw,FOR_SALE,80.0,35.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Aspen Tablecloth - Fall Entertaining,False,p_mz6vd2gg5d,FOR_SALE,112.0,71.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Provence Tablecloth - Best Seller,False,p_mhc6gdseqn,FOR_SALE,145.0,55.0,0.0,BRAND_BESTSELLER,b_dc927665,Mode Living
b_dc927665,Tablecloth,Puglia Tablecloth - Fall Entertaining,False,p_xddznzmkbf,FOR_SALE,170.0,75.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Lisbon Tablecloth -Best Seller,False,p_zumrkxnhvc,FOR_SALE,54.0,30.0,0.0,,b_dc927665,Mode Living
b_dc927665,Tablecloth,Sedona Tablecloth - Fall Entertaining,False,p_kwzsmkrke8,FOR_SALE,190.0,85.0,0.0,BRAND_BESTSELLER,b_dc927665,Mode Living
b_dc927665,Tablecloth,Naples Tablecloth - Fall Entertaining,False,p_h5d25qfdg2,FOR_SALE,125.0,55.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,"100% Linen, Seychelles Napkins S/4 - Best Seller",False,p_d5etxj246e,FOR_SALE,100.0,44.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Snowflake Cocktail Napkins S/4 Silver - Christmas Decor,False,p_yrm3z8n4t7,FOR_SALE,65.0,28.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Snowflake Cocktail Napkins S/4 Gold - Christmas Decor,False,p_parub75wfk,FOR_SALE,65.0,28.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Verbier Napkins S/4 - Christmas Decor - New,False,p_vdzq8353gk,FOR_SALE,100.0,44.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Mimi Napkins S/4 - Fall Entertaining,False,p_axcv6n6by9,FOR_SALE,90.0,40.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Seville Napkins S/4 - Fall Entertaining,False,p_ahqr63qevg,FOR_SALE,100.0,44.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Toulouse Napkins S/4 - Best Seller,False,p_je9kearqzd,FOR_SALE,72.0,32.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Alta White Napkins S/4,False,p_fvnnr3e7bt,FOR_SALE,72.0,32.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Pumpkin Napkin Ring - Fall Entertaining,False,p_kqngjddkgp,FOR_SALE,30.0,14.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Maldives Napkins Set of 4 - Fall Entertaining,False,p_822h2fauv7,FOR_SALE,105.0,46.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Laguna Napkins S/4 - Fall Entertaining,False,p_p9a43w5cvc,FOR_SALE,100.0,44.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Chamonix Napkins S/4 - Fall Entertaining,False,p_d44bgy5c6d,FOR_SALE,100.0,44.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Sardinia Napkins S/4 - Fall Entertaining,False,p_jenyw3ydum,FOR_SALE,100.0,46.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Cuzco Napkins S/4 Blue - Fall Entertaining,False,p_t9vveth3mf,FOR_SALE,90.0,40.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Carmel Napkins S/4 Navy - Fall Entertaining,False,p_r6amdpd36j,FOR_SALE,90.0,40.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Telluride Napkins S/4 - Fall Entertaining,False,p_5bd3mx2q2j,FOR_SALE,70.0,32.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,"Cambridge Napkins, S/4 - Christmas Best Seller",False,p_8tpq38f3zf,FOR_SALE,85.0,38.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,"Nolita Napkins, S/4 - Fall Entertaining",False,p_s9pjatwbp6,FOR_SALE,90.0,40.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,"Starry Night Napkins, S/4 - Fall Entertaining",False,p_shjm9qp28w,FOR_SALE,85.0,38.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Beacon Napkins S/4 - Christmas Best Seller,False,p_rv5cu2fk48,FOR_SALE,82.0,38.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,"Ravello Napkins, S/4 - Fall Entertaining",False,p_9ts79685mu,FOR_SALE,85.0,38.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Sorrento Napkin S/4 - Fall Entertaining,False,p_vgsdfsrb4s,FOR_SALE,85.0,38.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Gardenia Napkins S/4 - Fall Entertaining,False,p_8dxcvrt9ww,FOR_SALE,85.0,38.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Cassis Napkins S/4 - Fall Entertaining,False,p_jexventc7e,FOR_SALE,85.0,38.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,"Savannah Napkins, S/4 - Fall Entertaining",False,p_cggwzdfgnz,FOR_SALE,85.0,38.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Belle Napkins Value Set - Fall Entertaining,False,p_pyfmwrtf9r,FOR_SALE,99.0,32.0,0.0,,b_dc927665,Mode Living
b_dc927665,Dinner & Cloth Napkins,Napa Napkins Beige S/4 - Fall Entertaining,False,p_32cubd5346,FOR_SALE,54.0,24.0,0.0,,b_dc927665,Mode Living
